Sentiment,Text
1,@CarlosPoulet Are you a night owl or what? Always on here as the same time as myself  Enjoy your scifi show.
1,"@carlosrizo *That* sounds fantastic.  I can only imagine what it must've looked like when filled with lots of words, diagrams etc. Wow."
1,"@carlossoto nice to meet you. Mike, video producer CF Miami. "
0,@CarlosSP Sent wednesday 
1,@carloswatson my neighbor just delivered your greetings! Message received. Great to hear from you through 1 degree of separation. 
0,@Carlotaxx me too  mika's mean arranging weekday concerts 
0,@carlothewacko GIAAAAN! long time no everything! we weren't able to meet lahat nung termbreak 
1,@carlottamattox awww! Congrats Car!!!! Have a wonderful day!!! 
0,@carlottap  It was instantaneous to mine! Maybe refresh a few times? It drove me nots when it wouldnt let me in at first!
0,@CarloV85 don't be frustrated 
1,@carlriseley i have a copy of that alive mag for you  ill bring it friday 
1,@carlsalazar A service for sending free SMS's huh. Quite surprisingly I've been looking for the same thing! 
0,"@carlsalazar HELL NO. ME NO WANT THAT TO HAPPEN.  Ohcomeon, it's only one Friday? Can't they be any kinder to us? ;) Well now.."
1,@carlsalazar World Litt... is everywhere else in the world but asia 
1,@carlsalazar: Good luck  You do realize that there are others who want that as well? Use your own money :&gt;
1,"@CarlSara hey carl, if ya happen to be in nth island this weekend, COD4 and halo3 games night in otaki..Sat night! "
1,@carltimms @gabysslave still hanging though... I wish I had a life remote to fast things forward! 
0,@Carlton75 Their is going to be  washed all the rubber off from yesterday.
1,@carltone65 Yes 
1,@carltonf Thanks for the recommendation btw! I am now following @ReggieKW and @jmrollins also!  #CentralMO
0,"@carltonf Yo, I'm not working at Wilson's anymore. I quit on Friday....long story. So I won't see ya there anymore.  CPU Nerds! #CentralMo"
0,@carltonreid 40%...   Too late?  
0,"@carluuuna ohmygosh! haah i'm at a fam party too and i have a hella bad migraine also!  Feel better, lea!"
1,@Carly_B 50c?  haha
1,@Carly_B Want more details? 
0,@Carly_FTS I am lost. Please help me find a good home. 
1,@Carly_FTS I will resist TweetDeck a little bit longer... 
1,@carly_grace no not THAT one. yuk. just my friend who also wants to see transformers. yes wednesday 
0,"@carly_hall I know,, I wanna get onit "
1,@Carly_Holmes Favorited. 
1,"@Carly6vmz Thanks for the follow, I like where your coming from "
0,@carlybabiexx Whatss wrongee?! 
0,@bSWOOSH damn I'm missing karl doing the hood hop  wish I was there instead of washing clothes at 12:18am! Smh
1,@bt http://twitpic.com/49xki - omg. you do it too! i've been an 11:11 wisher since i can remember...awesome. 
0,"@bt http://twitpic.com/87l4m - Awe, the poor thing. "
0,@bt http://twitpic.com/87l4m - that poor guy 
1,@BT today is the best day of your life  (say it 1st thing every morning) 
1,"@BT_Halle haha, can't imagine the replies he's getting! I bet they're dirtyyyy! lol Anyway, be back later "
0,@BT1914 I won't be there 
1,"@BT1914 ok cool, have fun "
0,@btabsays prom... your not taking me? 
1,"@btadesigns, what filter did you use on the first temple pic? I LOVE that and i want i want i want! "
0,@BTaylor0515 she was mean before he cheated! she treats him like the 9th child 
1,@btazzi thank you for that - I am 
1,@BTBTB_25 hahaha thanks - that's cuz i only got them done yesterday 
1,@BTBTB_25 I like to sing/type some lyrics to &quot;Games&quot; 
1,@BTBusiness  Hi there - bet we've met! Launching this weekend so it should be available on Monday morning. 
0,@BTCare I did call and speak to a Gareth last night....someone is supposed to be looking into it today. I miss my tv...  Will DM details
0,"@BTCare Thank U for the link, so not much then For Sci-fi Fans then Just a few good Films and a load of Kids show's tho "
1,@BTCare That's handy! I'll follow you for future reference 
0,@BTCare the line has gone dead again  ... No dialling tone even!!
0,@BTCare The speedtester isn't working... tried it last night too 
0,@BTCare Well broadband connected Wednesday afternoon and the 'b' was still dropping and flashing orange this morning. 
0,@BTenor and you guys could not wait 30mins 
0,@BTGG i agree! i credit ppl when i can....sometimes it gets hard to if u find it uncredited already 
0,@Btgg i wish 
1,@BTGG just finished a sketch...not the finished piece tho  http://twitpic.com/6v12y
0,@BTGG wow...that totally sucks  pple r really rude!
1,@Bthnycks But it'd have more of an impact if she went down ours  x
0,"@bthockey Nah not yet, 7 1/2 more days. "
1,@BTKing I'm so sad. I really wish whenever I logged into Aim you'd be there ;( i guess we have bad timing LoL. Georgia trip this weekend 
1,@BTMcClure I studied theatre for 5 semesters. I &lt;3 theatre kids. 
0,@btmenw after Hillary did. 
0,@btn it should have all been in the original ticket 
1,@btn Westphal is sloppy seconds. Rambis turned down the Kings offer because he's next in line after Phil retires! 
1,"@btnalv They are beautiful Bettina, just like you  Get well soon."
1,@btocher Just sorting out today's post - will let you know when it's up 
0,@BtotheDollar It's raining  hopefully it clears up in time for celebrations this afternoon!!
1,@btpenik loved you guys in san jose tonight.. you guys were soo awesome.. thanks for coming out 
1,@btrainer I hadn't figured that part out yet LOL 
0,"@BTRIPP  Aww, I'm sorry to hear that Brendan.  As a fellow cat owner, my deepest condolences to you and your family for your loss."
1,@btryl Cool! Follow @tranceismylife and let him know about it too! 
0,@BTToronto Nope - have a BB Pearl 8100 and can't upgrade til 2010. Just stills for me 
0,"@BTToronto Yes, lost it in North York, ydm area "
1,@BttrflyV69 good!! i'm good at something i see.  xoxo that conan was sooo funny last night.
1,@bttrthnrainbows hey can i stay at yours saturday night? if your not busy? you owe me a 3 am maccas stop 
1,@BTUB40 if I was only a few miles nearer!! Thanks for the offer 
1,@BTUB40 We r avin salad again 4 days in a row but this heat you need col light food.  just snappin Sophs in B&amp;W in garden
0,@BTV_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham 
1,"@BTV_SUPRNATURAL My own reality show would be called &quot;Apple core, Baltimore&quot;. Why?... it's too complicated for just 140 characters "
1,@BTVBachelorette Love the tough love!  Makes me roll laughing 
1,@btwendel   LOL + thanks.
1,@btwitsrenz What're you talking about? 
0,@btwothree morning 
0,@BtwoTimes You know a lil lady jus keepin it pushin. That's sad about Frankies manhood. Just sad  I'm sad FOR him.
1,@btx91 hahahaha. yeah. was worth walking a zillion blocks  THEN back.
0,@buba808 hahahahha can we go next week? I cannot go cuz I no more babysitter 
0,@bubabear2009 gaah how come you have a lot of followers already? nyarks! want too! huhu. 
1,@bubabear2009 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,@Bubazinho Ok ok .... I am currently learning ACDC solos  xx
0,"@bubb1e5 Same old, same old. How are things up north? Miss ya  "
1,@Bubba_Q Haha see?? Millie DOES love me and I am ALWAYS KIND to her! 
1,@Bubbah_crack Who says it was me 
1,"@BubbaLives Maybe you should, Bubba. "
1,"@bubbalou1969 Morning Lou, I Have some housework to do then im off to Church "
1,"@BubbeBatten Oh wow!  Thanks, I did not know.  "
1,@bubble_gum_xox Thank you! 
1,@bubble_gum_xox yikes.......guess it was a reeeeally bad burn........but nausea as well? in the morning?   
0,"@bubble6246    unfortunately, nooo im not it hurts to walk     i bet tomorrow i will be limping a bit   xX good your loving life x x x"
1,"@bubblebrothers lol, believe me, this isn't normal! KIds away so getting tons done - miss the wee tykes though "
1,@bubblebrothers thanks Julian 
1,@BubbleCow Check out my blog @ http://melissaannlong.blogspot.com for fun updates on paranormal romance and urban fantasy. 
0,"@BubbleCow damn that blackened toast. Carbon on a bike, sure, but not for breakfast "
1,@BubbleFreeze thanks for the #ff love...right back at you! 
1,@BubbleFreeze thanks. will do! 
1,@bubblefriends thanks! Glad u like them! 
0,@bubblegarm aw i will! don't worry  thanku! night night &lt;3 xxxx
0,"@bubblegarm either to light, not yellow enough and orange "
0,@bubblegarm I know the feeling. Nothing worse ever than to not feel comfortable in your own skin. Especially in summer 
1,@CarlyBarnsley I would like to go to Wilmingto soon please  xx
0,@carlybrigantino mee too!!! awww it seems like sooo long  ill prob go with my nephew and mommy and sister to sunday school. i love god!!
0,@carlybuns99 
1,@carlycat i am glad you enjoyed. call me when you re-wake up  
0,@carlychaikin lol that poor dog 
0,"@Carlyesaur  Hahahaha, Nothin' much. Just STUFF. Haha, You?"
0,@CarlyeTVW16 Wtf happened to your twitter whoreishness?? 
1,@carlygirl24 sweet. 
0,"@CarlyJoH Oh, now I'm sad bc we would've been getting ready together "
0,@carlyluvsunited I see you are awake and at it this morning! I needed you yesterday. I was doing my statistics homework 
1,"@CarlynnCarnage One of the Asian Horror discs I just pickes up had the trailer. It looked great. Your new avatar looks great, BTW! "
1,"@carlyrenee yeah, just let me know "
0,@carlysha is that smaller then ur last place? I wish I saw that jayz and em concert tonight. 
0,@carlysha uh yea i'm jealous too. thats where the concert was. and it was a game preview too. 
1,@carlysialever NOT TRUE!!! were gonna work this out  lol you my baby!!!
0,@carlysialevert @shanell_SnL @mikameans @yagirldwoods Yall treat me like a stepchild 
0,"@carlysialevert I got studio!! DanG!!!  , what u goin to go see!?!?"
1,@carlysialevert nothing...what you been up to? follow me 
1,@carlysialevert OH WORD...THATS COOL. WOW..YOU FINALLY WRITTING PEOPLE BACK I SEE. 
0,@carlysmum lol! I feel a bit green around the gills today 
1,"@carlysmum Oh book marked them now &amp; browsing, when I am meant to be carding "
1,"@carlysmum you know how to live  I hope all goes well for rog, bring your knitting!"
0,"@carlytemple Yeah, I probably need to get a nice black dress. Tried it on with a mini black t-shirt dress &amp; it looked a little tacky. "
0,@carlyurquhart i will miss you 
1,@CarlyyOliver goood 
0,@carlyyrenee listen you dont ever call me text me nothing your too cool for me  calll me this weekend i have work all week till sat.
1,@carlzb okay! 
1,@carlzz96 hahah yaya im metioned in your tweet  lova yaaa lots miss you tooo &lt;3
0,@Carm823 tsk tsk... @ll217 your buddy called me HARD headed 
0,@Carm823 yeah...and i'm not even gettin paid 
0,@CarmaLUVSJordan shiiiit i wish i could... too many bills to catch up on 
1,"@carman63 LOL, none. My dad doesn't send those. They're all short, one or two liners. If he were a texter, he'd text them. "
1,@carmanuals @DoItYourselfs @Electricity101 I see your M.O. there  #rofl
1,@carmarthenshire It's still in development but we've made progress... new design up but need 2 add content and tweak! Feedback v welcome 
1,@carmelalalala haha it was cute!  yay for chicago bros &amp; sis dancing for God. i liked it.
0,@carmelant I just watched Glee online you know that new show! Anyways .. please go to the party! 
0,@carmelaramirez You`re not replying.  THANK YOU SO MUCH! I swear to God.
0,@carmelax3 @rochelleiscool. I was in the same boat as rochelle 
0,"@antdoggthechise pretty good man, the herb ain't as good, but other than that, it's good... I wish I was gunna be in Cali for that show "
1,@antedordevic Evo vidiš  Don't want to be evil... ali jesam rekao da T-Mobile ne zna što bi s Twitter accountom? 
1,@anteerox   I like watching the Family Guy after work.  It always puts a smile on my face 
0,@antennaswrvu i can't figure out how to listen to it from the internet 
1,@antepono the world needs some more of your crazy links and thoughts brother! of course your fav toping on the pizza is cool too 
1,@anterazor teacup yorkie 
1,@anterpreet Thanks for the #followfirday recommendation..  I am honored cuz you included me on the biggies list 
0,@AntEscrow I'm cool with 9th but he wouldn't help me like that. 
0,@AntEscrow lol face it...stake a fork in them..the nuggets are done!! as much as i hate the damn lakers...they goin to the finals homie 
0,@Antharris88 Hmmmm my daily twittascope hasn't worked 
1,@Anthd1985 yea I am  hahahaha. My Router is broke too  woo!!!!
0,@AntheaBryan I have it 
1,@Antheachara i'm right here Dollface  x
1,@AntHeald Thanks for your posts at http://www.literacyconversation.org 
0,@anthealee i haven't seen you all week and it makes me feel empty inside.  ps paris hiltons new bff is out.
